interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[11.993582029683113, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[256.1596031849467, 0, 0, 0, 0, 0]","[2236.8403968150533, 20997, 40960, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[299, 0, 0, 0, 0, 0]","[5.651599881270407, 0.0, 0.0, 0.0, 0.0, 0.0]","[190.4024, 0, 0, 0, 0, 0]","[0.0014666666666666667, 0, 0, 0, 0, 0]","[0.004933333333333334, 0, 0, 0, 0, 0]","[3178.5976, 40346, 81920, 2167, 37128, 81920]","[371.99853333333334, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99506666666667, 305.0, 266.75, 200.0, 305.0, 266.75]","[(4, 5.000000000000001e-05, 0.004733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6420, 67.09994999999999, 10.105266666666665), (81803, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[19.414360208584036, 0.0, 0.0, 0.0, 0.0, 0.0]","[7, 0, 0, 0, 0, 0]","[402.24470607690876, 0, 0, 0, 0, 0]","[2090.7552939230914, 20997, 40960, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[484, 0, 0, 0, 0, 0]","[6.8317008014247556, 0.0, 0.0, 0.0, 0.0, 0.0]","[230.16000000000003, 0, 0, 0, 0, 0]","[0.010133333333333333, 0, 0, 0, 0, 0]","[0.005066666666666666, 0, 0, 0, 0, 0]","[3138.84, 40346, 81920, 2167, 37128, 81920]","[371.98986666666667, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99493333333334, 305.0, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.006638888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6417, 67.1, 10.103361111111111), (81803, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[23.064580826313676, 0.0, 0.0, 0.0, 0.0, 0.0]","[9, 0, 0, 0, 0, 0]","[293.5279680228364, 0, 0, 0, 0, 0]","[2199.4720319771636, 20997, 40960, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[575, 0, 0, 0, 0, 0]","[7.224598792915801, 0.0, 0.0, 0.0, 0.0, 0.0]","[243.39673333333334, 0, 0, 0, 0, 0]","[0.010666666666666666, 0, 0, 0, 0, 0]","[0.006000000000000001, 0, 0, 0, 0, 0]","[3125.6032666666665, 40346, 81920, 2167, 37128, 81920]","[371.9893333333333, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.994, 305.0, 266.75, 200.0, 305.0, 266.75]","[(9, 0.048716666666666665, 0.02070555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6415, 67.05128333333333, 10.089294444444445), (81803, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[22.382671480144403, 3.9672334142972803, 0.0, 0.0, 0.0, 0.0]","[8, 3, 0, 0, 0, 0]","[380.3883423339645, 780.5443370119343, 0, 0, 0, 0]","[2112.6116576660356, 20216.455662988064, 40960, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[558, 833, 0, 0, 0, 0]","[2.060627288018205, 0.19037046216890563, 0.0, 0.0, 0.0, 0.0]","[69.42253333333333, 76.80686666666666, 0, 0, 0, 0]","[0.03906666666666666, 0.0033333333333333335, 0, 0, 0, 0]","[0.0336, 0.0041333333333333335, 0, 0, 0, 0]","[3299.5774666666666, 40269.193133333334, 81920, 2167, 37128, 81920]","[371.96093333333334, 359.99666666666667, 376.54, 372.0, 360.0, 376.54]","[199.9664, 304.99586666666664, 266.75, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0014111111111111112), (6, 0.0, 0.0008055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6416, 67.1, 10.108588888888889), (81797, 51.900000000000006, 6.1891944444444436), (163840, 11.64, 1.164), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[20.296831127156036, 6.581892651331142, 0.0, 0.0, 0.0, 0.0]","[7, 5, 0, 0, 0, 0]","[290.77685402096176, 1171.7432955360366, 0, 0, 0, 0]","[2202.2231459790382, 19825.25670446396, 40960, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[506, 1382, 0, 0, 0, 0]","[2.771281290194915, 0.22144780977874715, 0.0, 0.0, 0.0, 0.0]","[93.36446666666667, 89.34533333333331, 0, 0, 0, 0]","[0.03613333333333334, 0.003999999999999999, 0, 0, 0, 0]","[0.03253333333333334, 0.010533333333333332, 0, 0, 0, 0]","[3275.635533333333, 40256.65466666667, 81920, 2167, 37128, 81920]","[371.96386666666666, 359.996, 376.54, 372.0, 360.0, 376.54]","[199.96746666666667, 304.98946666666666, 266.75, 200.0, 305.0, 266.75]","[(7, 1.666666666666667e-05, 0.010399999999999998), (10, 0.0, 0.0030833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6417, 67.09998333333333, 10.099599999999999), (81793, 51.900000000000006, 6.186916666666666), (163840, 11.64, 1.164), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[19.494584837545126, 10.025241701195409, 0.0, 0.0, 0.0, 0.0]","[8, 7, 0, 0, 0, 0]","[123.33112963108002, 1613.4219340489892, 0, 0, 0, 0]","[2369.66887036892, 19383.57806595101, 40960, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[486, 2105, 0, 0, 0, 0]","[3.5973384782823787, 0.27418347956840006, 0.0, 0.0, 0.0, 0.0]","[121.19433333333335, 110.62206666666667, 0, 0, 0, 0]","[0.02933333333333333, 0.011866666666666666, 0, 0, 0, 0]","[0.03213333333333333, 0.011866666666666666, 0, 0, 0, 0]","[3247.8056666666666, 40235.37793333334, 81920, 2167, 37128, 81920]","[371.97066666666666, 359.98813333333334, 376.54, 372.0, 360.0, 376.54]","[199.96786666666668, 304.98813333333334, 266.75, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0011944444444444444), (14, 0.0, 0.0016555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6416, 67.1, 10.108805555555556), (81789, 51.900000000000006, 6.188344444444444), (163840, 11.64, 1.164), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[12.675491375852388, 13.644806400914417, 1.32568359375, 0.0, 0.0, 0.0]","[6, 9, 1, 0, 0, 0]","[118.34262692077235, 1666.529138119649, 402.53678404991274, 0, 0, 0]","[2374.6573730792275, 19330.470861880352, 40557.46321595009, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[316, 2865, 543, 0, 0, 0]","[3.1810606510339365, 0.5465281977560765, 0.004532552083333333, 0.0, 0.0, 0.0]","[107.16993333333332, 220.50226666666666, 3.7130666666666663, 0, 0, 0]","[0.0036, 0.010666666666666666, 0.0016, 0, 0, 0]","[0.005866666666666667, 0.03253333333333333, 0.0016, 0, 0, 0]","[3261.830066666667, 40125.49773333333, 81916.28693333334, 2167, 37128, 81920]","[371.9964, 359.9893333333333, 376.5384, 372.0, 360.0, 376.54]","[199.99413333333334, 304.96746666666667, 266.7484, 200.0, 305.0, 266.75]","[(6, 1.666666666666667e-05, 0.0013611111111111111), (18, 6.666666666666667e-05, 0.0031444444444444445), (3, 0.0, 9.999999999999999e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6418, 67.09998333333333, 10.108638888888889), (81785, 51.89993333333334, 6.186855555555555), (163837, 11.64, 1.1639), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[11.592458884877658, 12.387483926275182, 4.892578125, 0.0, 0.0, 0.0]","[5, 8, 4, 0, 0, 0]","[119.95028206717114, 1685.7147169713821, 1010.4342072370856, 0, 0, 0]","[2373.049717932829, 19311.285283028617, 39949.565792762914, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[289, 2601, 2004, 0, 0, 0]","[7.871764123874543, 0.36709380525124347, 0.35354524739583326, 0.0, 0.0, 0.0]","[265.19973333333337, 148.1076666666667, 289.6242666666666, 0, 0, 0]","[0.0033333333333333335, 12.1112, 0.011466666666666667, 0, 0, 0]","[0.003333333333333333, 12.06386666666667, 0.004, 0, 0, 0]","[3103.8002666666666, 40197.89233333334, 81630.37573333333, 2167, 37128, 81920]","[371.99666666666667, 347.8888, 376.52853333333337, 372.0, 360.0, 376.54]","[199.99666666666667, 292.9361333333333, 266.746, 200.0, 305.0, 266.75]","[(5, 0.0020666666666666663, 0.01824444444444444), (16, 1.666666666666667e-05, 0.0017611111111111109), (12, 0.0705, 0.029211111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6419, 67.09793333333333, 10.091755555555554), (81787, 51.89998333333334, 6.188238888888888), (163828, 11.569500000000001, 1.1347888888888888), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[9.827517047733654, 13.43049007001, 8.388671875, 0.0, 0.0, 0.0]","[4, 8, 6, 0, 0, 0]","[197.12036681144113, 1456.180287317177, 1862.8029745835215, 0, 0, 0]","[2295.8796331885587, 19540.819712682824, 39097.19702541648, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[245, 2820, 3436, 0, 0, 0]","[6.9730503611358445, 0.34153720319238584, 0.5133842773437499, 0.0, 0.0, 0.0]","[234.9220666666666, 137.79659999999998, 420.5644, 0, 0, 0]","[0.228, 0.010266666666666665, 0.010799999999999999, 0, 0, 0]","[0.2276, 0.0048000000000000004, 0.004266666666666667, 0, 0, 0]","[3134.0779333333335, 40208.2034, 81499.4356, 2167, 37128, 81920]","[371.772, 359.98973333333333, 376.5292, 372.0, 360.0, 376.54]","[199.7724, 304.9952, 266.7457333333333, 200.0, 305.0, 266.75]","[(4, 1.666666666666667e-05, 0.08067777777777779), (16, 0.0, 0.0020388888888888887), (18, 1.666666666666667e-05, 0.008938888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6420, 67.09998333333333, 10.029322222222222), (81787, 51.900000000000006, 6.187961111111111), (163822, 11.639983333333333, 1.155061111111111), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[15.523465703971121, 9.544220602943279, 13.090820312500002, 0.0, 0.0, 0.0]","[6, 5, 9, 0, 0, 0]","[301.2902694737916, 705.9345909509752, 2747.614744475127, 0, 0, 0]","[2191.709730526208, 20291.065409049024, 38212.385255524874, 2832, 22549, 40960]","[2493, 20997, 40960, 2832, 22549, 40960]","[387, 2004, 5362, 0, 0, 0]","[8.482574453349164, 0.16567986913200813, 0.3788758138020833, 0.0, 0.0, 0.0]","[285.7779333333333, 66.8452, 310.37506666666667, 0, 0, 0]","[0.2429333333333333, 0.018666666666666668, 0.010133333333333333, 0, 0, 0]","[0.23466666666666666, 0.00013333333333333337, 0.004266666666666667, 0, 0, 0]","[3083.2220666666667, 40279.1548, 81609.62493333334, 2167, 37128, 81920]","[371.7570666666667, 359.98133333333334, 376.5298666666667, 372.0, 360.0, 376.54]","[199.76533333333333, 304.99986666666666, 266.7457333333333, 200.0, 305.0, 266.75]","[(6, 1.666666666666667e-05, 0.018683333333333337), (10, 0.0, 0.002266666666666667), (27, 0.0, 0.007244444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6418, 67.09998333333333, 10.091316666666666), (81793, 51.900000000000006, 6.187733333333333), (163813, 11.64, 1.1567555555555555), (4475, 67.1, 10.11), (72573, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
