interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[1.6528925619834711, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[59.73304156922086, 0, 0, 0, 0, 0]","[3691.266958430779, 17462, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[62, 0, 0, 0, 0, 0]","[3.2655856941932897, 0.0, 0.0, 0.0, 0.0, 0.0]","[108.35213333333336, 0, 0, 0, 0, 0]","[0.008933333333333333, 0, 0, 0, 0, 0]","[0.0016, 0, 0, 0, 0, 0]","[3209.6478666666667, 34347, 81920, 3484, 39167, 81920]","[371.99106666666665, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.9984, 305.0, 266.75, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0020277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6567, 67.1, 10.107972222222221), (96033, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[6.2649960010663825, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[204.10409668001984, 0, 0, 0, 0, 0]","[3546.8959033199803, 17462, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[235, 0, 0, 0, 0, 0]","[5.656811332127786, 0.0, 0.0, 0.0, 0.0, 0.0]","[187.69299999999996, 0, 0, 0, 0, 0]","[0.2364, 0, 0, 0, 0, 0]","[0.23213333333333333, 0, 0, 0, 0, 0]","[3130.3070000000002, 34347, 81920, 3484, 39167, 81920]","[371.7636, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.76786666666666, 305.0, 266.75, 200.0, 305.0, 266.75]","[(4, 0.047049999999999995, 0.019783333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6565, 67.05295, 10.090216666666667), (96033, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[14.262863236470274, 0.0, 0.0, 0.0, 0.0, 0.0]","[9, 0, 0, 0, 0, 0]","[435.88912693415466, 0, 0, 0, 0, 0]","[3315.110873065845, 17462, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[535, 0, 0, 0, 0, 0]","[8.079618243922043, 0.0, 0.0, 0.0, 0.0, 0.0]","[268.0817333333334, 0, 0, 0, 0, 0]","[0.21986666666666665, 0, 0, 0, 0, 0]","[0.20813333333333334, 0, 0, 0, 0, 0]","[3049.9182666666666, 34347, 81920, 3484, 39167, 81920]","[371.7801333333333, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.79186666666666, 305.0, 266.75, 200.0, 305.0, 266.75]","[(9, 0.0, 0.003988888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6560, 67.1, 10.10601111111111), (96033, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[17.3287123433751, 1.2369717099988546, 0.0, 0.0, 0.0, 0.0]","[10, 1, 0, 0, 0, 0]","[452.373151636595, 206.63880185239503, 0, 0, 0, 0]","[3298.626848363405, 17255.361198147606, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[650, 216, 0, 0, 0, 0]","[6.290102471368295, 0.08141031239991847, 0.0, 0.0, 0.0, 0.0]","[208.7056, 27.962, 0, 0, 0, 0]","[0.1993333333333333, 0.009066666666666666, 0, 0, 0, 0]","[0.1850666666666667, 0.0002666666666666667, 0, 0, 0, 0]","[3109.2943999999998, 34319.038, 81920, 3484, 39167, 81920]","[371.80066666666664, 359.9909333333333, 376.54, 372.0, 360.0, 376.54]","[199.81493333333333, 304.9997333333333, 266.75, 200.0, 305.0, 266.75]","[(10, 0.0, 0.0029500000000000004), (2, 0.0, 0.0010722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6559, 67.1, 10.10705), (96031, 51.900000000000006, 6.188927777777777), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[18.208477739269526, 5.211316000458138, 0.0, 0.0, 0.0, 0.0]","[11, 3, 0, 0, 0, 0]","[512.1705921483689, 574.823681286035, 0, 0, 0, 0]","[3238.829407851631, 16887.176318713966, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[683, 910, 0, 0, 0, 0]","[5.359160136628492, 1.1438130452926507, 0.0, 0.0, 0.0, 0.0]","[177.81693333333334, 392.86546666666675, 0, 0, 0, 0]","[0.037066666666666664, 1.1976, 0, 0, 0, 0]","[0.03546666666666666, 0.38586666666666664, 0, 0, 0, 0]","[3140.1830666666665, 33954.13453333333, 81920, 3484, 39167, 81920]","[371.96293333333335, 358.8024, 376.54, 372.0, 360.0, 376.54]","[199.96453333333332, 304.6141333333333, 266.75, 200.0, 305.0, 266.75]","[(11, 0.003116666666666667, 0.010838888888888891), (6, 0.011550000000000001, 0.4320722222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6558, 67.09688333333332, 10.09916111111111), (96027, 51.888450000000006, 5.757927777777777), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[26.446280991735538, 6.854884892910319, 0.0, 0.0, 0.0, 0.0]","[16, 4, 0, 0, 0, 0]","[595.4036430950852, 962.8647620205614, 0, 0, 0, 0]","[3155.596356904915, 16499.135237979437, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[992, 1197, 0, 0, 0, 0]","[15.341591320072334, 1.2822101881775216, 0.0, 0.0, 0.0, 0.0]","[509.03400000000005, 440.40073333333333, 0, 0, 0, 0]","[0.08253333333333332, 0.8522666666666667, 0, 0, 0, 0]","[0.07666666666666666, 0.2728, 0, 0, 0, 0]","[2808.966, 33906.599266666664, 81920, 3484, 39167, 81920]","[371.91746666666666, 359.14773333333335, 376.54, 372.0, 360.0, 376.54]","[199.92333333333335, 304.7272, 266.75, 200.0, 305.0, 266.75]","[(16, 0.006816666666666666, 0.036461111111111104), (8, 1.666666666666667e-05, 0.2292722222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6553, 67.09318333333333, 10.073538888888889), (96025, 51.89998333333334, 5.960727777777778), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[21.994134897360702, 15.330431794754324, 0.0, 0.0, 0.0, 0.0]","[14, 8, 0, 0, 0, 0]","[490.95307096461937, 1552.7661479466858, 0, 0, 0, 0]","[3260.046929035381, 15909.233852053314, 40960, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[825, 2677, 0, 0, 0, 0]","[17.850030138637734, 3.335783620112383, 0.0, 0.0, 0.0, 0.0]","[592.264, 1145.7416, 0, 0, 0, 0]","[0.08719999999999999, 1.0009333333333332, 0, 0, 0, 0]","[0.08226666666666667, 0.3384, 0, 0, 0, 0]","[2725.736, 33201.2584, 81920, 3484, 39167, 81920]","[371.9128, 358.9990666666667, 376.54, 372.0, 360.0, 376.54]","[199.91773333333333, 304.6616, 266.75, 200.0, 305.0, 266.75]","[(14, 0.004116666666666666, 0.09918888888888891), (16, 0.12091666666666666, 0.29090555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6555, 67.09588333333333, 10.01081111111111), (96017, 51.77908333333334, 5.899094444444444), (163840, 11.64, 1.164), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[23.673687016795522, 22.156683083266522, 2.90771484375, 0.0, 0.0, 0.0]","[13, 10, 2, 0, 0, 0]","[529.1746698634317, 2302.2484989686463, 688.795383803151, 0, 0, 0]","[3221.8253301365685, 15159.751501031355, 40271.20461619685, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[888, 3869, 1191, 0, 0, 0]","[12.534223427767731, 4.5355646781378285, 1.654612223307292, 0.0, 0.0, 0.0]","[415.88553333333334, 1557.8303999999998, 1355.4583333333335, 0, 0, 0]","[0.0556, 1.2312, 0.013999999999999999, 0, 0, 0]","[0.06399999999999999, 0.8424, 0.011733333333333332, 0, 0, 0]","[2902.114466666667, 32789.1696, 80564.54166666667, 3484, 39167, 81920]","[371.9444, 358.7688, 376.526, 372.0, 360.0, 376.54]","[199.936, 304.1576, 266.7382666666667, 200.0, 305.0, 266.75]","[(13, 0.0024833333333333335, 0.03239444444444445), (20, 0.2498, 0.49702222222222225), (6, 0.0, 0.00042222222222222227), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6556, 67.09751666666666, 10.077605555555555), (96013, 51.650200000000005, 5.692977777777777), (163834, 11.64, 1.1635777777777776), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[27.246067715275927, 27.0243958309472, 5.64697265625, 0.0, 0.0, 0.0]","[13, 12, 4, 0, 0, 0]","[564.7827968128264, 3105.878440079112, 1321.1367429261518, 0, 0, 0]","[3186.2172031871737, 14356.121559920888, 39638.86325707385, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[1022, 4719, 2313, 0, 0, 0]","[12.648818565400843, 4.316011878766704, 1.9903977050781247, 0.0, 0.0, 0.0]","[419.6878, 1482.4206000000001, 1630.5337999999997, 0, 0, 0]","[0.040266666666666666, 0.09653333333333333, 0.0124, 0, 0, 0]","[0.03813333333333333, 0.4765333333333333, 0.048666666666666664, 0, 0, 0]","[2898.3122, 32864.5794, 80289.4662, 3484, 39167, 81920]","[371.95973333333336, 359.90346666666665, 376.5276, 372.0, 360.0, 376.54]","[199.96186666666668, 304.52346666666665, 266.7013333333333, 200.0, 305.0, 266.75]","[(13, 0.0006833333333333333, 0.02138888888888889), (24, 9.87875, 0.10832222222222221), (12, 0.04621666666666667, 0.011944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6556, 67.09931666666667, 10.08861111111111), (96009, 42.02125000000001, 6.081677777777777), (163828, 11.593783333333334, 1.1520555555555554), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[21.887496667555318, 30.763944565341884, 9.02099609375, 0.0, 0.0, 0.0]","[10, 14, 6, 0, 0, 0]","[439.36776442006584, 3403.4917616664475, 1129.6997522731126, 0, 0, 0]","[3311.6322355799343, 14058.508238333552, 39830.30024772689, 2105, 24494, 40960]","[3751, 17462, 40960, 2105, 24494, 40960]","[821, 5372, 3695, 0, 0, 0]","[10.027152903355434, 3.3747007501868196, 2.1958361816406247, 0.0, 0.0, 0.0]","[332.7009333333333, 1159.1084666666668, 1798.8289999999997, 0, 0, 0]","[0.04973333333333333, 0.06986666666666666, 2.800933333333333, 0, 0, 0]","[0.038933333333333334, 0.07773333333333332, 0.04306666666666667, 0, 0, 0]","[2985.2990666666665, 33187.891533333335, 80121.171, 3484, 39167, 81920]","[371.95026666666666, 359.93013333333334, 373.7390666666667, 372.0, 360.0, 376.54]","[199.96106666666665, 304.92226666666664, 266.7069333333333, 200.0, 305.0, 266.75]","[(10, 0.00055, 0.008477777777777777), (28, 0.054566666666666666, 0.024427777777777774), (18, 0.055516666666666666, 0.03314444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(6559, 67.09944999999999, 10.101522222222222), (96005, 51.84543333333334, 6.165572222222222), (163822, 11.584483333333333, 1.1308555555555555), (5481, 67.1, 10.11), (89259, 51.900000000000006, 6.1899999999999995), (163840, 11.64, 1.164)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
